,hp,atk,def,spatk,spdef,spd,t11,t12,t21,t22,win
14915,24.0,65.0,-15.0,65.0,-25.0,61.0,1.0,2.0,1.0,1.0,1.0
14916,-13.0,-14.0,-15.0,-40.0,-27.0,-18.0,1.0,1.0,1.0,1.0,0.0
14917,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,0.5,1.0,1.0
14918,15.0,20.0,-30.0,100.0,55.0,15.0,1.0,1.0,1.0,1.0,1.0
14919,-22.0,-85.0,-52.0,-8.0,54.0,-15.0,2.0,1.0,1.0,1.0,1.0
14920,-40.0,-25.0,-95.0,-15.0,-35.0,25.0,1.0,1.0,0.5,1.0,1.0
14921,28.0,-17.0,3.0,64.0,82.0,17.0,2.0,1.0,1.0,1.0,1.0
14922,0.0,-15.0,-15.0,-15.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0
14923,-5.0,-25.0,35.0,55.0,55.0,15.0,0.5,1.0,1.0,1.0,1.0
14924,-18.0,27.0,3.0,-21.0,-1.0,16.0,1.0,1.0,1.0,1.0,1.0
14925,-10.0,-7.0,5.0,-5.0,-10.0,-18.0,0.5,1.0,1.0,1.0,0.0
14926,0.0,-53.0,-15.0,30.0,-25.0,-41.0,1.0,0.5,0.5,1.0,0.0
14927,-21.0,-47.0,-10.0,-5.0,9.0,-42.0,0.5,1.0,1.0,1.0,0.0
14928,45.0,10.0,45.0,15.0,40.0,5.0,1.0,1.0,1.0,1.0,1.0
14929,35.0,-19.0,-26.0,-50.0,-35.0,-90.0,1.0,1.0,1.0,1.0,0.0
14930,-30.0,-75.0,-50.0,65.0,-10.0,0.0,1.0,1.0,1.0,1.0,0.0
14931,-2.0,-15.0,-17.0,23.0,53.0,-10.0,1.0,1.0,1.0,1.0,0.0
14932,-10.0,23.0,-13.0,0.0,-30.0,55.0,2.0,1.0,1.0,1.0,0.0
14933,-23.0,0.0,-12.0,-91.0,-48.0,-76.0,1.0,1.0,1.0,1.0,0.0
14934,10.0,-7.0,-3.0,-5.0,20.0,-15.0,0.5,1.0,1.0,1.0,0.0
14935,-50.0,-35.0,7.0,5.0,7.0,-14.0,1.0,1.0,0.5,1.0,0.0
14936,30.0,-90.0,20.0,-75.0,20.0,-15.0,0.5,1.0,1.0,1.0,0.0
14937,-2.0,-1.0,10.0,-28.0,-10.0,-16.0,1.0,1.0,1.0,2.0,0.0
14938,27.0,9.0,-5.0,65.0,30.0,30.0,0.5,1.0,1.0,1.0,1.0
14939,-6.0,40.0,0.0,26.0,70.0,-40.0,1.0,1.0,1.0,1.0,0.0
14940,8.0,9.0,8.0,44.0,35.0,37.0,1.0,1.0,1.0,1.0,1.0
14941,20.0,5.0,18.0,40.0,18.0,25.0,0.5,1.0,1.0,1.0,1.0
14942,-35.0,-45.0,-25.0,10.0,-25.0,-85.0,0.5,1.0,1.0,1.0,0.0
14943,-10.0,19.0,-18.0,-53.0,-38.0,-32.0,1.0,1.0,1.0,1.0,0.0
14944,49.0,36.0,45.0,75.0,35.0,40.0,0.5,1.0,1.0,1.0,1.0
14945,-25.0,16.0,-56.0,-56.0,-144.0,35.0,1.0,1.0,1.0,1.0,1.0
14946,7.0,42.0,12.0,-29.0,-37.0,-52.0,1.0,1.0,1.0,1.0,0.0
14947,13.0,32.0,-35.0,-56.0,-32.0,53.0,2.0,1.0,1.0,1.0,1.0
14948,-41.0,-72.0,-137.0,31.0,52.0,24.0,1.0,1.0,1.0,1.0,0.0
14949,0.0,30.0,50.0,-10.0,30.0,0.0,1.0,1.0,2.0,1.0,0.0
14950,-30.0,-42.0,-30.0,23.0,10.0,-3.0,1.0,1.0,1.0,1.0,0.0
14951,-20.0,5.0,-10.0,15.0,5.0,45.0,1.0,1.0,1.0,1.0,1.0
14952,-8.0,-57.0,-48.0,-79.0,-54.0,-25.0,1.0,0.0,1.0,1.0,0.0
14953,60.0,110.0,90.0,85.0,35.0,70.0,1.0,1.0,2.0,1.0,1.0
14954,-2.0,-28.0,-20.0,-17.0,-15.0,-57.0,1.0,1.0,1.0,1.0,0.0
14955,-28.0,-45.0,-42.0,-11.0,5.0,-4.0,0.5,1.0,1.0,1.0,0.0
14956,5.0,10.0,-15.0,40.0,10.0,60.0,1.0,1.0,1.0,1.0,1.0
14957,7.0,9.0,7.0,24.0,29.0,45.0,1.0,1.0,1.0,1.0,1.0
14958,25.0,-105.0,-105.0,-95.0,-40.0,-50.0,1.0,1.0,1.0,1.0,0.0
14959,15.0,-60.0,-10.0,10.0,-35.0,-70.0,1.0,1.0,2.0,1.0,0.0
14960,52.0,-18.0,-27.0,4.0,-16.0,-54.0,1.0,1.0,0.5,2.0,1.0
14961,14.0,28.0,0.0,-10.0,5.0,18.0,2.0,1.0,1.0,1.0,1.0
14962,-42.0,-20.0,30.0,60.0,0.0,-40.0,2.0,1.0,1.0,1.0,0.0
14963,-25.0,-45.0,-30.0,-70.0,-15.0,-75.0,1.0,1.0,0.5,1.0,0.0
14964,-8.0,1.0,-3.0,1.0,-3.0,15.0,1.0,1.0,1.0,1.0,1.0
14965,40.0,14.0,35.0,45.0,35.0,-2.0,1.0,1.0,1.0,1.0,0.0
14966,8.0,36.0,25.0,-44.0,40.0,70.0,1.0,1.0,1.0,1.0,1.0
14967,-5.0,-5.0,-23.0,24.0,-19.0,-9.0,1.0,1.0,1.0,1.0,0.0
14968,15.0,3.0,15.0,41.0,15.0,-15.0,2.0,0.5,1.0,1.0,0.0
14969,20.0,50.0,15.0,15.0,0.0,10.0,2.0,0.5,2.0,1.0,1.0
14970,15.0,12.0,2.0,-120.0,-40.0,-94.0,1.0,1.0,1.0,1.0,0.0
14971,-90.0,15.0,60.0,20.0,15.0,-25.0,1.0,1.0,0.5,1.0,0.0
14972,15.0,78.0,15.0,50.0,5.0,70.0,1.0,2.0,2.0,1.0,1.0
14973,5.0,65.0,150.0,35.0,15.0,-10.0,0.5,2.0,1.0,1.0,0.0
14974,-35.0,-25.0,-82.0,-23.0,-35.0,-9.0,0.0,1.0,1.0,1.0,0.0
14975,-35.0,-17.0,-16.0,-57.0,-6.0,-53.0,1.0,1.0,1.0,1.0,0.0
14976,28.0,90.0,25.0,10.0,-35.0,-18.0,2.0,1.0,1.0,1.0,0.0
14977,12.0,-12.0,-17.0,52.0,15.0,60.0,1.0,1.0,1.0,0.5,1.0
14978,-25.0,-20.0,-14.0,5.0,-14.0,5.0,1.0,1.0,1.0,1.0,1.0
14979,35.0,75.0,80.0,90.0,85.0,30.0,1.0,1.0,1.0,0.5,1.0
14980,-35.0,-71.0,-5.0,-61.0,-5.0,-35.0,0.5,1.0,1.0,1.0,0.0
14981,-35.0,-40.0,10.0,-20.0,0.0,-85.0,1.0,1.0,1.0,1.0,0.0
14982,0.0,0.0,-20.0,40.0,50.0,-20.0,1.0,2.0,1.0,0.5,0.0
14983,-24.0,-24.0,-41.0,-49.0,-56.0,-71.0,1.0,1.0,1.0,1.0,0.0
14984,60.0,30.0,60.0,65.0,60.0,40.0,2.0,1.0,1.0,1.0,1.0
14985,5.0,-45.0,70.0,40.0,30.0,-45.0,0.5,2.0,1.0,2.0,0.0
14986,-55.0,-31.0,-34.0,-71.0,-80.0,-45.0,1.0,1.0,1.0,1.0,0.0
14987,-20.0,15.0,26.0,11.0,-3.0,12.0,1.0,1.0,0.5,1.0,1.0
14988,30.0,-30.0,-15.0,65.0,-5.0,-15.0,1.0,0.5,0.0,0.5,0.0
14989,-5.0,0.0,20.0,65.0,55.0,40.0,2.0,1.0,1.0,1.0,1.0
14990,20.0,40.0,30.0,0.0,30.0,-25.0,1.0,1.0,1.0,1.0,0.0
14991,11.0,43.0,21.0,-11.0,-9.0,55.0,1.0,1.0,1.0,1.0,1.0
14992,-25.0,-30.0,-10.0,10.0,-10.0,60.0,0.5,1.0,1.0,1.0,0.0
14993,-25.0,1.0,75.0,-15.0,-25.0,-6.0,1.0,1.0,1.0,0.5,0.0
14994,-11.0,6.0,-40.0,-86.0,-40.0,-19.0,1.0,1.0,1.0,1.0,0.0
14995,-30.0,-110.0,-105.0,-15.0,0.0,-5.0,1.0,1.0,1.0,0.0,0.0
14996,10.0,-30.0,-45.0,15.0,0.0,15.0,1.0,1.0,0.5,1.0,1.0
14997,10.0,15.0,50.0,-37.0,-63.0,-4.0,0.5,1.0,1.0,1.0,0.0
14998,-106.0,-106.0,-50.0,-61.0,-8.0,-39.0,0.0,1.0,2.0,1.0,0.0
14999,10.0,40.0,138.0,-30.0,18.0,-10.0,2.0,2.0,1.0,1.0,0.0
15000,33.0,16.0,28.0,-4.0,28.0,-59.0,1.0,1.0,1.0,1.0,0.0
15001,70.0,35.0,35.0,120.0,45.0,35.0,1.0,1.0,1.0,0.5,1.0
15002,45.0,-40.0,15.0,-5.0,15.0,-20.0,0.5,1.0,1.0,1.0,0.0
15003,22.0,-38.0,5.0,37.0,5.0,39.0,1.0,1.0,0.5,2.0,1.0
15004,40.0,35.0,15.0,30.0,70.0,15.0,2.0,1.0,1.0,1.0,1.0
15005,-83.0,-51.0,-30.0,-81.0,-63.0,-64.0,1.0,1.0,1.0,1.0,0.0
15006,4.0,26.0,45.0,-69.0,-26.0,-17.0,0.5,1.0,1.0,1.0,0.0
15007,61.0,99.0,65.0,0.0,65.0,0.0,1.0,1.0,1.0,1.0,0.0
15008,15.0,54.0,10.0,29.0,5.0,31.0,1.0,1.0,0.5,1.0,1.0
15009,-12.0,5.0,-25.0,55.0,5.0,-10.0,1.0,0.5,2.0,1.0,0.0
15010,-66.0,-80.0,-58.0,-104.0,-38.0,-65.0,2.0,1.0,1.0,1.0,0.0
15011,25.0,40.0,155.0,20.0,30.0,-20.0,1.0,1.0,1.0,1.0,0.0
15012,49.0,55.0,79.0,14.0,25.0,-1.0,0.5,1.0,1.0,1.0,0.0
15013,50.0,45.0,15.0,-135.0,-15.0,-60.0,1.0,1.0,1.0,1.0,0.0
15014,-9.0,20.0,67.0,70.0,67.0,55.0,1.0,1.0,1.0,1.0,1.0
15015,-19.0,47.0,-10.0,-57.0,-30.0,-56.0,1.0,2.0,1.0,1.0,0.0
15016,-15.0,-58.0,-13.0,-23.0,22.0,-6.0,0.5,1.0,1.0,1.0,0.0
15017,-55.0,-79.0,-43.0,-4.0,-16.0,12.0,1.0,1.0,1.0,1.0,1.0
15018,-15.0,-50.0,-50.0,35.0,15.0,10.0,1.0,1.0,1.0,1.0,1.0
15019,-15.0,-30.0,-45.0,-10.0,-15.0,10.0,1.0,1.0,1.0,1.0,1.0
15020,32.0,51.0,47.0,42.0,37.0,33.0,1.0,1.0,1.0,1.0,1.0
15021,76.0,46.0,10.0,76.0,43.0,49.0,1.0,0.5,0.5,1.0,1.0
15022,20.0,2.0,47.0,42.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0
15023,10.0,25.0,20.0,-80.0,-45.0,-65.0,0.5,1.0,1.0,1.0,0.0
15024,90.0,-5.0,-16.0,5.0,-6.0,25.0,1.0,1.0,1.0,2.0,1.0
15025,5.0,-52.0,-4.0,-57.0,-32.0,-53.0,1.0,1.0,1.0,1.0,0.0
15026,-5.0,8.0,-10.0,-35.0,-15.0,0.0,1.0,1.0,1.0,1.0,0.0
15027,-20.0,-12.0,-19.0,-34.0,-41.0,0.0,1.0,1.0,0.5,0.0,0.0
15028,-45.0,-65.0,-18.0,-35.0,-18.0,-45.0,1.0,1.0,1.0,1.0,0.0
15029,-120.0,-35.0,-20.0,-55.0,-95.0,-50.0,1.0,0.5,1.0,1.0,0.0
15030,47.0,50.0,50.0,80.0,60.0,0.0,0.5,1.0,1.0,1.0,0.0
15031,25.0,-112.0,-57.0,-37.0,-57.0,3.0,1.0,0.5,1.0,1.0,1.0
15032,0.0,-25.0,-50.0,-40.0,55.0,-30.0,1.0,1.0,1.0,1.0,0.0
15033,15.0,-10.0,25.0,65.0,5.0,45.0,0.5,1.0,1.0,1.0,0.0
15034,-37.0,41.0,10.0,57.0,17.0,57.0,1.0,1.0,1.0,1.0,1.0
15035,-66.0,-62.0,0.0,-62.0,-3.0,-63.0,2.0,0.5,1.0,1.0,0.0
15036,10.0,-9.0,35.0,-19.0,22.0,1.0,2.0,1.0,1.0,1.0,1.0
15037,-38.0,-20.0,70.0,-80.0,-25.0,-50.0,1.0,1.0,1.0,1.0,0.0
15038,-56.0,30.0,-16.0,-47.0,-26.0,48.0,1.0,1.0,1.0,1.0,1.0
15039,10.0,-23.0,-22.0,50.0,60.0,60.0,2.0,1.0,0.5,1.0,1.0
15040,-32.0,-30.0,-27.0,-23.0,-31.0,-57.0,1.0,0.5,1.0,1.0,0.0
15041,37.0,19.0,9.0,-1.0,-1.0,27.0,0.5,1.0,1.0,1.0,1.0
15042,-30.0,-32.0,-16.0,-77.0,-36.0,82.0,2.0,1.0,2.0,1.0,1.0
15043,2.0,7.0,-3.0,-75.0,-63.0,-25.0,1.0,1.0,2.0,1.0,0.0
15044,-5.0,85.0,60.0,25.0,35.0,60.0,1.0,1.0,1.0,1.0,1.0
15045,-40.0,-25.0,-25.0,-70.0,-35.0,-5.0,1.0,1.0,1.0,1.0,0.0
15046,-110.0,102.0,72.0,62.0,32.0,37.0,1.0,1.0,0.5,1.0,1.0
15047,1.0,-35.0,0.0,-48.0,2.0,-5.0,0.0,1.0,1.0,1.0,0.0
15048,-21.0,-12.0,-17.0,-15.0,-15.0,-35.0,0.5,1.0,0.5,1.0,0.0
15049,-45.0,-65.0,-45.0,-45.0,-45.0,-65.0,1.0,1.0,1.0,1.0,0.0
15050,25.0,-30.0,-4.0,90.0,-15.0,-36.0,2.0,1.0,1.0,1.0,0.0
15051,57.0,5.0,67.0,40.0,55.0,47.0,1.0,0.5,1.0,1.0,1.0
15052,50.0,26.0,-95.0,29.0,-67.0,30.0,2.0,1.0,2.0,2.0,1.0
15053,-24.0,-35.0,-42.0,-63.0,-28.0,-38.0,0.5,0.5,1.0,1.0,0.0
15054,-8.0,5.0,60.0,5.0,74.0,80.0,1.0,2.0,2.0,1.0,1.0
15055,0.0,2.0,20.0,-42.0,-25.0,-45.0,1.0,1.0,1.0,1.0,0.0
15056,-16.0,-14.0,5.0,-46.0,-10.0,-39.0,0.0,2.0,1.0,1.0,0.0
15057,25.0,19.0,61.0,19.0,31.0,-19.0,0.5,1.0,2.0,1.0,0.0
15058,46.0,83.0,-15.0,117.0,45.0,24.0,1.0,1.0,1.0,1.0,1.0
15059,10.0,42.0,65.0,2.0,-11.0,-18.0,0.5,1.0,1.0,1.0,0.0
15060,-15.0,-39.0,-45.0,30.0,10.0,59.0,0.5,1.0,1.0,1.0,0.0
15061,-35.0,-15.0,-35.0,-75.0,-15.0,-15.0,1.0,1.0,1.0,1.0,0.0
15062,16.0,42.0,9.0,42.0,9.0,-4.0,1.0,1.0,1.0,1.0,0.0
15063,-30.0,20.0,30.0,-30.0,-60.0,-15.0,1.0,1.0,1.0,1.0,0.0
15064,10.0,-7.0,7.0,0.0,-25.0,30.0,1.0,1.0,1.0,1.0,1.0
15065,-22.0,-50.0,-25.0,-20.0,-5.0,-5.0,1.0,2.0,0.5,2.0,0.0
15066,20.0,35.0,-25.0,-95.0,-50.0,35.0,1.0,2.0,2.0,1.0,1.0
15067,65.0,95.0,85.0,20.0,20.0,-10.0,1.0,1.0,1.0,1.0,0.0
15068,0.0,-50.0,-26.0,-30.0,-16.0,-10.0,1.0,0.5,2.0,1.0,0.0
15069,-4.0,-32.0,-32.0,2.0,7.0,-56.0,1.0,1.0,1.0,1.0,0.0
15070,50.0,-30.0,-70.0,-52.0,-98.0,-24.0,1.0,1.0,0.5,2.0,1.0
15071,15.0,-25.0,5.0,-5.0,20.0,-25.0,2.0,0.5,1.0,1.0,0.0
15072,20.0,25.0,40.0,85.0,40.0,71.0,2.0,1.0,1.0,1.0,1.0
15073,-11.0,30.0,30.0,-37.0,13.0,-6.0,1.0,1.0,1.0,1.0,0.0
15074,90.0,68.0,18.0,61.0,51.0,-20.0,0.5,1.0,1.0,1.0,1.0
15075,-10.0,-50.0,-66.0,-40.0,-56.0,-30.0,1.0,1.0,1.0,1.0,0.0
15076,46.0,40.0,-39.0,25.0,21.0,25.0,1.0,1.0,1.0,1.0,1.0
15077,30.0,80.0,16.0,0.0,-54.0,65.0,1.0,1.0,1.0,1.0,1.0
15078,-7.0,29.0,68.0,29.0,64.0,47.0,1.0,1.0,1.0,1.0,1.0
15079,-57.0,-70.0,-31.0,-45.0,4.0,15.0,1.0,1.0,1.0,1.0,0.0
15080,7.0,-20.0,-5.0,10.0,25.0,-5.0,1.0,1.0,0.5,1.0,0.0
15081,-48.0,-68.0,-53.0,-21.0,-4.0,0.0,0.5,1.0,2.0,1.0,0.0
15082,-50.0,-50.0,-50.0,-100.0,-100.0,-26.0,0.5,1.0,1.0,1.0,0.0
15083,-25.0,-13.0,10.0,-35.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0
15084,-40.0,-55.0,-45.0,-30.0,-70.0,-65.0,1.0,1.0,2.0,1.0,0.0
15085,3.0,25.0,2.0,-15.0,2.0,-30.0,1.0,1.0,1.0,0.0,0.0
15086,35.0,10.0,50.0,15.0,55.0,45.0,0.5,1.0,1.0,1.0,1.0
15087,-10.0,-30.0,43.0,57.0,35.0,25.0,1.0,1.0,1.0,1.0,1.0
15088,-23.0,-140.0,-45.0,-40.0,-90.0,-75.0,2.0,0.5,1.0,1.0,0.0
15089,-9.0,-1.0,15.0,19.0,25.0,-9.0,1.0,1.0,1.0,1.0,0.0
15090,9.0,28.0,-5.0,53.0,13.0,81.0,0.5,2.0,1.0,1.0,1.0
15091,32.0,33.0,-30.0,-17.0,-20.0,-41.0,1.0,0.5,1.0,1.0,1.0
15092,-8.0,36.0,152.0,-99.0,-35.0,-50.0,0.5,1.0,1.0,1.0,0.0
15093,10.0,-21.0,-43.0,69.0,-15.0,46.0,1.0,1.0,0.0,2.0,1.0
15094,50.0,102.0,70.0,87.0,65.0,-25.0,0.5,0.5,2.0,2.0,1.0
15095,-15.0,-55.0,-45.0,50.0,10.0,-40.0,1.0,1.0,1.0,1.0,0.0
15096,-40.0,-52.0,-23.0,-52.0,-8.0,-48.0,2.0,0.5,1.0,1.0,0.0
15097,-50.0,-23.0,50.0,-30.0,20.0,25.0,0.5,1.0,1.0,1.0,1.0
15098,10.0,-30.0,15.0,-5.0,-20.0,20.0,1.0,1.0,1.0,1.0,1.0
15099,50.0,43.0,20.0,35.0,30.0,-13.0,0.5,1.0,1.0,1.0,0.0
15100,-25.0,-30.0,-82.0,-18.0,-35.0,-54.0,0.5,2.0,0.5,2.0,0.0
15101,-5.0,-50.0,-55.0,8.0,-20.0,-20.0,2.0,1.0,1.0,1.0,0.0
15102,-9.0,-70.0,-16.0,15.0,-73.0,-21.0,0.5,1.0,1.0,1.0,0.0
15103,-4.0,-63.0,103.0,-36.0,75.0,-35.0,1.0,1.0,1.0,1.0,0.0
15104,15.0,53.0,10.0,-10.0,0.0,-48.0,1.0,1.0,1.0,1.0,0.0
15105,-22.0,-115.0,-10.0,-123.0,-25.0,-25.0,0.5,0.5,1.0,1.0,0.0
15106,-14.0,-20.0,5.0,0.0,55.0,70.0,2.0,0.5,2.0,1.0,1.0
15107,-12.0,-55.0,40.0,45.0,65.0,10.0,1.0,1.0,1.0,1.0,1.0
15108,-22.0,35.0,31.0,105.0,91.0,30.0,1.0,1.0,1.0,1.0,1.0
15109,26.0,10.0,-110.0,104.0,-10.0,80.0,1.0,1.0,1.0,1.0,1.0
15110,-68.0,-77.0,-88.0,-48.0,-52.0,3.0,1.0,1.0,0.5,1.0,1.0
15111,-10.0,-35.0,171.0,-20.0,191.0,-52.0,1.0,0.5,2.0,1.0,0.0
15112,-5.0,-61.0,6.0,1.0,-16.0,-85.0,1.0,1.0,1.0,2.0,0.0
15113,30.0,-10.0,10.0,95.0,50.0,15.0,1.0,1.0,1.0,1.0,1.0
15114,-8.0,-14.0,68.0,37.0,-3.0,-39.0,1.0,1.0,1.0,0.5,0.0
15115,-10.0,10.0,-17.0,-25.0,50.0,-13.0,2.0,0.5,1.0,1.0,0.0
15116,9.0,-34.0,5.0,0.0,0.0,20.0,0.5,1.0,1.0,1.0,1.0
15117,20.0,-20.0,9.0,35.0,50.0,-9.0,1.0,1.0,1.0,1.0,0.0
15118,25.0,45.0,-10.0,50.0,25.0,-5.0,0.5,1.0,1.0,1.0,0.0
15119,-10.0,14.0,0.0,-25.0,-30.0,-19.0,1.0,1.0,1.0,0.5,0.0
15120,-25.0,-35.0,-15.0,-30.0,-70.0,-80.0,2.0,0.5,1.0,1.0,0.0
15121,45.0,65.0,35.0,85.0,15.0,55.0,0.5,2.0,1.0,1.0,1.0
15122,16.0,17.0,18.0,-3.0,14.0,13.0,0.5,1.0,1.0,1.0,0.0
15123,-5.0,45.0,140.0,-55.0,-35.0,-80.0,1.0,1.0,1.0,1.0,1.0
15124,-15.0,-37.0,-13.0,-27.0,7.0,-48.0,0.5,1.0,2.0,0.5,0.0
15125,-11.0,-29.0,-27.0,-14.0,-19.0,-35.0,0.5,0.5,1.0,1.0,0.0
15126,20.0,90.0,10.0,25.0,10.0,75.0,1.0,1.0,1.0,1.0,1.0
15127,36.0,55.0,56.0,75.0,-4.0,-8.0,2.0,1.0,1.0,1.0,0.0
15128,-88.0,-95.0,-49.0,-145.0,-59.0,-70.0,1.0,1.0,1.0,1.0,0.0
15129,19.0,55.0,60.0,-27.0,15.0,76.0,1.0,1.0,1.0,1.0,1.0
15130,-20.0,50.0,100.0,-50.0,40.0,-50.0,1.0,2.0,1.0,1.0,0.0
15131,-10.0,-17.0,-12.0,65.0,10.0,-21.0,2.0,1.0,1.0,1.0,0.0
15132,40.0,40.0,81.0,55.0,31.0,-37.0,2.0,1.0,1.0,1.0,1.0
15133,31.0,-4.0,23.0,31.0,38.0,-68.0,1.0,1.0,1.0,1.0,0.0
15134,-36.0,-37.0,-40.0,-74.0,20.0,-23.0,1.0,0.5,1.0,2.0,0.0
15135,-5.0,6.0,45.0,-20.0,45.0,7.0,1.0,1.0,2.0,1.0,1.0
15136,0.0,-12.0,-30.0,7.0,0.0,-10.0,0.5,1.0,0.5,1.0,0.0
15137,25.0,42.0,-2.0,40.0,15.0,40.0,1.0,1.0,2.0,1.0,1.0
15138,0.0,-65.0,-20.0,-65.0,-20.0,70.0,1.0,1.0,1.0,1.0,1.0
15139,54.0,-15.0,40.0,-5.0,-5.0,-25.0,2.0,1.0,1.0,1.0,0.0
15140,65.0,-45.0,-11.0,75.0,100.0,31.0,0.5,1.0,1.0,1.0,1.0
15141,-5.0,-70.0,-51.0,0.0,-11.0,-25.0,1.0,1.0,1.0,1.0,0.0
15142,30.0,-5.0,35.0,55.0,40.0,-15.0,1.0,1.0,1.0,1.0,0.0
15143,22.0,-12.0,-5.0,-15.0,-5.0,-40.0,1.0,2.0,1.0,1.0,0.0
15144,55.0,-40.0,-25.0,-85.0,20.0,-65.0,1.0,1.0,1.0,1.0,0.0
15145,-5.0,-28.0,0.0,65.0,0.0,43.0,1.0,0.5,1.0,1.0,1.0
15146,9.0,55.0,20.0,25.0,-20.0,31.0,1.0,0.5,1.0,2.0,1.0
15147,30.0,-27.0,-22.0,-72.0,-32.0,-42.0,0.5,1.0,1.0,1.0,0.0
15148,-20.0,-25.0,5.0,-70.0,-30.0,-50.0,1.0,1.0,1.0,2.0,0.0
15149,-23.0,-18.0,-28.0,-92.0,-64.0,-45.0,2.0,2.0,1.0,1.0,0.0
15150,15.0,-7.0,-115.0,-25.0,-115.0,-45.0,1.0,1.0,1.0,1.0,0.0
15151,35.0,5.0,60.0,-30.0,-5.0,15.0,1.0,1.0,1.0,1.0,1.0
15152,10.0,55.0,35.0,-30.0,-40.0,-120.0,1.0,1.0,1.0,1.0,1.0
15153,-9.0,-13.0,-13.0,-5.0,-15.0,15.0,1.0,0.5,1.0,1.0,1.0
15154,-29.0,-34.0,-15.0,-29.0,-55.0,4.0,1.0,1.0,0.5,1.0,1.0
15155,4.0,-32.0,-17.0,-78.0,-19.0,-70.0,1.0,1.0,1.0,1.0,0.0
15156,-1.0,4.0,7.0,-36.0,-25.0,-19.0,1.0,1.0,0.5,0.5,0.0
15157,18.0,17.0,35.0,-15.0,-38.0,13.0,1.0,1.0,1.0,1.0,1.0
15158,30.0,75.0,75.0,10.0,-10.0,-10.0,1.0,1.0,1.0,1.0,0.0
15159,-60.0,-25.0,10.0,-40.0,-60.0,-5.0,1.0,1.0,1.0,1.0,0.0
15160,-35.0,-10.0,-13.0,-60.0,-55.0,-30.0,1.0,1.0,1.0,1.0,0.0
15161,50.0,60.0,70.0,119.0,89.0,30.0,1.0,1.0,1.0,1.0,1.0
15162,-21.0,26.0,43.0,7.0,-13.0,-12.0,1.0,1.0,1.0,1.0,0.0
15163,-20.0,-17.0,-5.0,-8.0,-25.0,-40.0,1.0,1.0,1.0,1.0,0.0
15164,15.0,10.0,20.0,20.0,0.0,0.0,2.0,0.5,1.0,1.0,0.0
15165,-65.0,-54.0,-66.0,-65.0,-55.0,-80.0,1.0,1.0,1.0,1.0,0.0
15166,-34.0,-6.0,21.0,-27.0,5.0,-5.0,1.0,1.0,1.0,1.0,0.0
15167,27.0,-8.0,-40.0,17.0,10.0,79.0,2.0,1.0,1.0,1.0,1.0
15168,40.0,-50.0,-105.0,0.0,-50.0,-75.0,1.0,1.0,1.0,1.0,0.0
15169,-50.0,-35.0,-20.0,25.0,-30.0,25.0,1.0,1.0,1.0,1.0,1.0
15170,50.0,10.0,55.0,135.0,50.0,35.0,1.0,1.0,0.5,1.0,1.0
15171,-10.0,0.0,-35.0,-115.0,-65.0,-60.0,0.5,1.0,1.0,1.0,0.0
15172,-17.0,11.0,-56.0,-4.0,-66.0,27.0,0.5,2.0,0.0,1.0,1.0
15173,-10.0,-15.0,-55.0,-34.0,-90.0,-32.0,1.0,1.0,1.0,1.0,0.0
15174,30.0,30.0,35.0,-5.0,30.0,20.0,1.0,1.0,1.0,1.0,1.0
15175,10.0,8.0,-20.0,-9.0,-5.0,-16.0,1.0,0.5,2.0,1.0,0.0
15176,-5.0,1.0,6.0,19.0,24.0,-15.0,2.0,2.0,1.0,0.5,0.0
15177,-27.0,-40.0,-70.0,-50.0,-10.0,-45.0,1.0,1.0,1.0,1.0,0.0
15178,-190.0,120.0,50.0,20.0,-25.0,10.0,1.0,1.0,1.0,1.0,1.0
15179,-5.0,20.0,-15.0,35.0,-10.0,-20.0,2.0,1.0,1.0,1.0,0.0
15180,-28.0,24.0,8.0,-39.0,41.0,-50.0,1.0,0.5,1.0,1.0,0.0
15181,25.0,3.0,43.0,5.0,75.0,9.0,1.0,1.0,1.0,1.0,1.0
15182,-10.0,25.0,10.0,20.0,-15.0,25.0,0.5,1.0,1.0,1.0,1.0
15183,55.0,70.0,-65.0,-15.0,-95.0,-45.0,0.5,1.0,1.0,1.0,0.0
15184,11.0,167.0,52.0,131.0,52.0,107.0,0.5,1.0,0.5,1.0,1.0
15185,-4.0,59.0,57.0,89.0,77.0,62.0,1.0,1.0,1.0,1.0,1.0
15186,52.0,45.0,25.0,60.0,45.0,-67.0,0.5,1.0,1.0,1.0,1.0
15187,39.0,23.0,30.0,15.0,50.0,23.0,1.0,1.0,1.0,1.0,1.0
15188,-35.0,-15.0,5.0,-35.0,-15.0,-70.0,1.0,1.0,2.0,1.0,0.0
15189,25.0,115.0,85.0,15.0,-10.0,35.0,1.0,0.5,1.0,1.0,1.0
15190,11.0,-90.0,25.0,-130.0,30.0,10.0,2.0,1.0,1.0,1.0,1.0
15191,76.0,68.0,-28.0,112.0,2.0,100.0,1.0,0.5,1.0,1.0,1.0
15192,-10.0,0.0,56.0,20.0,36.0,-60.0,1.0,1.0,1.0,1.0,0.0
